student_answer,teacher_answer,label,index
A. Container A had dry soil because non wet materials or dry materials will heat up faster than wet materials because wet materials are heat sinks and they take longer to absorb and release heat.,"A. Dry soil heats more quickly and cools off more quickly than water. The graph shows A heats and cools more quickly than B, so A must be the dry soil.",1,7
A. Dry soil is A because dry soil is a earth material and absorbs the sun's energy more than B.,"A. Dry soil heats more quickly and cools off more quickly than water. The graph shows A heats and cools more quickly than B, so A must be the dry soil.",0,7
A. It helped me because container A has the highest temperature than container B.,"A. Dry soil heats more quickly and cools off more quickly than water. The graph shows A heats and cools more quickly than B, so A must be the dry soil.",0,7
A. Water is a heat sink and will heat up slow but there is no water in dry soil so it heats up fast.,"A. Dry soil heats more quickly and cools off more quickly than water. The graph shows A heats and cools more quickly than B, so A must be the dry soil.",0,7
A. Because it is larger. B is very skinny.,A. The water in Julie's heater got hotter faster (or had a greater temperature change in 20 minutes). The collector in heater A has the greater surface area so the water in A would get hotter faster than the water in B.,1,62
A. Box A got hotter because the temperature in the graph helped me decide.,A. The water in Julie's heater got hotter faster (or had a greater temperature change in 20 minutes). The collector in heater A has the greater surface area so the water in A would get hotter faster than the water in B.,1,62
A. Her box got the hottest so it had to be A. It had to be A because it was laying down and the sun could get in it more faster than David's.,A. The water in Julie's heater got hotter faster (or had a greater temperature change in 20 minutes). The collector in heater A has the greater surface area so the water in A would get hotter faster than the water in B.,1,62
A. The results help me find this out.,A. The water in Julie's heater got hotter faster (or had a greater temperature change in 20 minutes). The collector in heater A has the greater surface area so the water in A would get hotter faster than the water in B.,0,62
A. Julie's box had more black so the box was hotter because the more black the more the heat the black absorb. So that is why I chose Julie's because in my graph hers was the highest.,A. The water in Julie's heater got hotter faster (or had a greater temperature change in 20 minutes). The collector in heater A has the greater surface area so the water in A would get hotter faster than the water in B.,1,62
A. I looked at the chart.,A. The water in Julie's heater got hotter faster (or had a greater temperature change in 20 minutes). The collector in heater A has the greater surface area so the water in A would get hotter faster than the water in B.,0,62
A. It has higher results and her box is long and of course skinny.,A. The water in Julie's heater got hotter faster (or had a greater temperature change in 20 minutes). The collector in heater A has the greater surface area so the water in A would get hotter faster than the water in B.,1,62
A. Solar water heater A was painted more black so that one got hotter.,A. The water in Julie's heater got hotter faster (or had a greater temperature change in 20 minutes). The collector in heater A has the greater surface area so the water in A would get hotter faster than the water in B.,1,62
Both. They are both have the same centimeters but A is down and B is up so A and B are the same but different.,A. The water in Julie's heater got hotter faster (or had a greater temperature change in 20 minutes). The collector in heater A has the greater surface area so the water in A would get hotter faster than the water in B.,0,62
A. The box had a bigger black spot to hold and attract more heat.,A. The water in Julie's heater got hotter faster (or had a greater temperature change in 20 minutes). The collector in heater A has the greater surface area so the water in A would get hotter faster than the water in B.,1,62
A. Because more heat would go into the small box than the long big box.,A. The water in Julie's heater got hotter faster (or had a greater temperature change in 20 minutes). The collector in heater A has the greater surface area so the water in A would get hotter faster than the water in B.,1,62
A. I think Julie is A because when first temperature. I did her first so I think she is A.,A. The water in Julie's heater got hotter faster (or had a greater temperature change in 20 minutes). The collector in heater A has the greater surface area so the water in A would get hotter faster than the water in B.,0,62
B. Because Julie's has bigger numbers in the chart and letter B looks bigger but with the same amount of everything.,A. The water in Julie's heater got hotter faster (or had a greater temperature change in 20 minutes). The collector in heater A has the greater surface area so the water in A would get hotter faster than the water in B.,0,62
A. A because black is shown more on the bottom and so the black absorbed the heat.,A. The water in Julie's heater got hotter faster (or had a greater temperature change in 20 minutes). The collector in heater A has the greater surface area so the water in A would get hotter faster than the water in B.,1,62
B. Because his temperature is more taller than David because they are different by how they are.,A. The water in Julie's heater got hotter faster (or had a greater temperature change in 20 minutes). The collector in heater A has the greater surface area so the water in A would get hotter faster than the water in B.,0,62
B. Because B is more taller and it has a smaller top and it is not that extended like A. A is a transfer rate of heat. B preserves more solar energy.,A. The water in Julie's heater got hotter faster (or had a greater temperature change in 20 minutes). The collector in heater A has the greater surface area so the water in A would get hotter faster than the water in B.,0,62
A. Water can heat up faster in a wide tank because the water is not deep. Julie has the hottest degree Celsius.,A. The water in Julie's heater got hotter faster (or had a greater temperature change in 20 minutes). The collector in heater A has the greater surface area so the water in A would get hotter faster than the water in B.,0,62
A. Box A is laid horizontally. The sun is hitting mostly the top. Box A has a bigger top than box B. Thus making box A hotter.,A. The water in Julie's heater got hotter faster (or had a greater temperature change in 20 minutes). The collector in heater A has the greater surface area so the water in A would get hotter faster than the water in B.,1,62
A. A is set flat down on the ground spreading the water around and it has a larger black space which will absorb more heat heating the water faster.,A. The water in Julie's heater got hotter faster (or had a greater temperature change in 20 minutes). The collector in heater A has the greater surface area so the water in A would get hotter faster than the water in B.,1,62
A. I choose A because it heated up faster and was spread out so it heated up faster.,A. The water in Julie's heater got hotter faster (or had a greater temperature change in 20 minutes). The collector in heater A has the greater surface area so the water in A would get hotter faster than the water in B.,1,62
A. Since more of hers were on the ground on something dark it would absorb more heat because dark colors absorb more heat.,A. The water in Julie's heater got hotter faster (or had a greater temperature change in 20 minutes). The collector in heater A has the greater surface area so the water in A would get hotter faster than the water in B.,1,62
"A. The evidence that supports my answer is A box because with a long section colored black, the solar heater would absorb more heat and the temperature under Julie's name because the temperature is hotter than David's.",A. The water in Julie's heater got hotter faster (or had a greater temperature change in 20 minutes). The collector in heater A has the greater surface area so the water in A would get hotter faster than the water in B.,1,62
A. Because her box got the highest temperature. And it had more room to heat it up.,A. The water in Julie's heater got hotter faster (or had a greater temperature change in 20 minutes). The collector in heater A has the greater surface area so the water in A would get hotter faster than the water in B.,1,62
A. The evidence that supports my answer is that box A had more black in it and the sun would absorb box A more.,A. The water in Julie's heater got hotter faster (or had a greater temperature change in 20 minutes). The collector in heater A has the greater surface area so the water in A would get hotter faster than the water in B.,1,62
A. I picked A because the inside had more black space.,A. The water in Julie's heater got hotter faster (or had a greater temperature change in 20 minutes). The collector in heater A has the greater surface area so the water in A would get hotter faster than the water in B.,1,62
A. Because there is more black tarp and under Julie it has higher temperatures. And more black heats up faster so Julie's is A.,A. The water in Julie's heater got hotter faster (or had a greater temperature change in 20 minutes). The collector in heater A has the greater surface area so the water in A would get hotter faster than the water in B.,1,62
"A. Because the solar energy meets the collector sooner because it is shorter, so it heats up quicker.",A. The water in Julie's heater got hotter faster (or had a greater temperature change in 20 minutes). The collector in heater A has the greater surface area so the water in A would get hotter faster than the water in B.,0,62
A. Julie's temperature went higher than David because she has more square units of solar collectors.,A. The water in Julie's heater got hotter faster (or had a greater temperature change in 20 minutes). The collector in heater A has the greater surface area so the water in A would get hotter faster than the water in B.,1,62
A. Well the more area black covers the hotter it will get. Just like in the table. Since A covers more I thought that A would be a perfect match with the table.,A. The water in Julie's heater got hotter faster (or had a greater temperature change in 20 minutes). The collector in heater A has the greater surface area so the water in A would get hotter faster than the water in B.,1,62
"A. Because the more black tarp you have, the hotter it is going to get.",A. The water in Julie's heater got hotter faster (or had a greater temperature change in 20 minutes). The collector in heater A has the greater surface area so the water in A would get hotter faster than the water in B.,1,62
A. Because the bigger box heats up fast and Julie's temperatures were high.,A. The water in Julie's heater got hotter faster (or had a greater temperature change in 20 minutes). The collector in heater A has the greater surface area so the water in A would get hotter faster than the water in B.,1,62
A. Because she had higher temperatures than David.,A. The water in Julie's heater got hotter faster (or had a greater temperature change in 20 minutes). The collector in heater A has the greater surface area so the water in A would get hotter faster than the water in B.,1,62
"A. The evidence that supports my answer is the chart or table. I looked at both the temperatures and solar water heaters and I decide, using the chart or table, that A is Julie's.",A. The water in Julie's heater got hotter faster (or had a greater temperature change in 20 minutes). The collector in heater A has the greater surface area so the water in A would get hotter faster than the water in B.,1,62
A. Julie made box A because her temperatures were high. Box A has more black than box B. So box A will absorb more heat since it has more black.,A. The water in Julie's heater got hotter faster (or had a greater temperature change in 20 minutes). The collector in heater A has the greater surface area so the water in A would get hotter faster than the water in B.,1,62
A. It is box A because the box has more black than the other box and it absorbs the sun is heat.,A. The water in Julie's heater got hotter faster (or had a greater temperature change in 20 minutes). The collector in heater A has the greater surface area so the water in A would get hotter faster than the water in B.,1,62
A. A because it has more black painted than in box B so A absorbs more than B.,A. The water in Julie's heater got hotter faster (or had a greater temperature change in 20 minutes). The collector in heater A has the greater surface area so the water in A would get hotter faster than the water in B.,1,62
I think that Betty was a best shadow that was facing the opposite direction.,In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,0,59
The reason why this happened is because the sun revolves around the earth.,In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,0,59
"The shadow turns the opposite way in the afternoon, in the morning it is on the side of you.",In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,0,59
"In the morning the sun faced east so the bus sign's shadow was in the west. When it was the afternoon, the sun faced west. So the shadow went the opposite of where it used to be in the morning.",In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,1,59
"Since the earth spins, the sun twirls around us. In the morning it was hitting the bus sign in the back. Then later the shadow seems to have moved. It is because of the position of the sun.",In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,0,59
Because the earth run into the sun and made the bus shadow go around.,In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,0,59
If the sun is in the east the shadow is on the west. If the shadow is on the south then the shadow is on the north.,In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,0,59
The sun is in different places at different times.,In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,0,59
"This happens because in the morning the sun rises north that is why the bus points in the street. The bus points the opposite direction, because the sun sets west.",In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,0,59
Because the time changes so the shadow is at the opposite.,In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,0,59
This happen because the sun moved over the sky.,In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,0,59
"In the morning the sun rises from the east, and the bus blocked the light and made a shadow on the opposite direction.",In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,0,59
Because the sun orbits the earth and it goes from east to west and it gets shorter.,In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,0,59
The sun rises in the east so the shadow was on the west and the sun sets in the west so the shadow was on the east.,In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,1,59
Because over time the sun goes to the west moving the shadow.,In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,0,59
Because the sun moves. So the shadow will change where it is.,In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,0,59
Because the sun moves around. So it will shine the opposite direction.,In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,0,59
Because the sun sets in the opposite direction. So what happens is the shadow will be on the opposite side.,In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,0,59
The earth rotates making the sun in different spots causing the shadows to move in different spots.,In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,0,59
As the earth rotates the part facing the sun is turning to make the sun in a different place which causes the to rotate.,In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,0,59
The bus stop's shadow was facing the opposite direction because in the morning the sun rises from the east and the shadow was facing west. The sun sets in the west and so the shadow is facing east.,In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,1,59
Because only one side of an object can get sunlight.,In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,0,59
The earth orbits around the sun so the shadow will change.,In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,0,59
"This happens because the sun rises in the east and sets in the west, therefore the sun's light is hitting the stop sign at different positions.",In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,0,59
Because our earth rotates.,In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,0,59
"This happens because of the earth, it rotates around the sun which of course the shadows will move, also the sun rises in the east and sets on the west.",In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,0,59
"Because while the earth rotates, we see the sun in different direction. The sun rises at the east and sets in the west.",In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,0,59
"Because when the earth rotates, not the sun, the sun moves, but it really stays in one place, making the shadow move.",In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,0,59
This is happening because the sun rises in the east so in the morning the shadow will be in the west. The sun sets in the west so the shadows will be in the east.,In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,1,59
The shadow of the bus stop changes direction because the sun is moving throughout the day so the sun will meet different at the stop sign. Because it moves the earth plus the stop sign.,In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,0,59
It is the different time of the day.,In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,0,59
Well Betty the earth moves around the sun and that kind of has something to do with it like at different times shadows move to different directions.,In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,0,59
The bus sign faces different directions because the earth move throughout the day the sun does not move.,In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,0,59
It happens because the earth is rotating and it does not stay on the same place every time of day.,In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,0,59
That happened because the earth moves which made the sun face the other way and made the sign face the other direction.,In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,0,59
Because the sun rises in the east and sets on the west. So in the morning the shadows will be facing one direction and on the afternoon it will be facing the other way.,In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.,0,59
Yes. The black box will get hotter than the white because the black box can hold more heat.,Yes. Black absorbs more heat (energy) than white. White reflects more heat (energy) than black. Therefore the black covered box will heat up faster than the white covered box.,0,106
Yes. Because black is a dark color and it absorb heats faster than the white. White reflect so heats up slower.,Yes. Black absorbs more heat (energy) than white. White reflects more heat (energy) than black. Therefore the black covered box will heat up faster than the white covered box.,1,106
Yes. Because black absorbs much more heat of the sun and white reflects the heat of the sun.,Yes. Black absorbs more heat (energy) than white. White reflects more heat (energy) than black. Therefore the black covered box will heat up faster than the white covered box.,1,106
"Yes. The black box will collect more heat, because it is black. Black absorbs light from the sun. White reflects light from the light.",Yes. Black absorbs more heat (energy) than white. White reflects more heat (energy) than black. Therefore the black covered box will heat up faster than the white covered box.,1,106
Yes. I pick yes because that black do heat fast than white. Darker color heat faster and more hot air.,Yes. Black absorbs more heat (energy) than white. White reflects more heat (energy) than black. Therefore the black covered box will heat up faster than the white covered box.,0,106
Yes. Because dark colors like black contract heat but light colors like white do not.,Yes. Black absorbs more heat (energy) than white. White reflects more heat (energy) than black. Therefore the black covered box will heat up faster than the white covered box.,0,106
No. Because her data does not have enough information to support her prediction.,Yes. Black absorbs more heat (energy) than white. White reflects more heat (energy) than black. Therefore the black covered box will heat up faster than the white covered box.,0,106
Yes. Because when someone is going to ask her what data support what is she going to say.,Yes. Black absorbs more heat (energy) than white. White reflects more heat (energy) than black. Therefore the black covered box will heat up faster than the white covered box.,0,106
Yes. Because black absorbs heat and white does not absorb heat.,Yes. Black absorbs more heat (energy) than white. White reflects more heat (energy) than black. Therefore the black covered box will heat up faster than the white covered box.,1,106
Black box. Because the black box absorb sunlight and that is why the black box is much more hotter than the white one.,Yes. Black absorbs more heat (energy) than white. White reflects more heat (energy) than black. Therefore the black covered box will heat up faster than the white covered box.,0,106
Yes. Black is hotter than the white box because black gets hotter fast.,Yes. Black absorbs more heat (energy) than white. White reflects more heat (energy) than black. Therefore the black covered box will heat up faster than the white covered box.,0,106
Yes. Because the black one will get hotter than the white one.,Yes. Black absorbs more heat (energy) than white. White reflects more heat (energy) than black. Therefore the black covered box will heat up faster than the white covered box.,0,106
"Yes. Yes because black absorbs the heat and traps it, and white just reflects the sun. So her prediction is right.",Yes. Black absorbs more heat (energy) than white. White reflects more heat (energy) than black. Therefore the black covered box will heat up faster than the white covered box.,1,106
Yes. Because black absorbs heat faster than any type of color.,Yes. Black absorbs more heat (energy) than white. White reflects more heat (energy) than black. Therefore the black covered box will heat up faster than the white covered box.,0,106
Yes. Because of the heat like black box is more hotter than the white one because of the color.,Yes. Black absorbs more heat (energy) than white. White reflects more heat (energy) than black. Therefore the black covered box will heat up faster than the white covered box.,0,106
Yes. It will support Amber's prediction because black is covered and it attracts more solar heat.,Yes. Black absorbs more heat (energy) than white. White reflects more heat (energy) than black. Therefore the black covered box will heat up faster than the white covered box.,0,106
Yes. Because black attracts heat. So it will heat up faster.,Yes. Black absorbs more heat (energy) than white. White reflects more heat (energy) than black. Therefore the black covered box will heat up faster than the white covered box.,0,106
Yes. Because the sun hits the boxes and the inside gets really warm. So the thermometer will show the temp.,Yes. Black absorbs more heat (energy) than white. White reflects more heat (energy) than black. Therefore the black covered box will heat up faster than the white covered box.,0,106
"Yes. The black absorbs heat and energy, plus, the container is closed so the heat would be trapped inside.",Yes. Black absorbs more heat (energy) than white. White reflects more heat (energy) than black. Therefore the black covered box will heat up faster than the white covered box.,0,106
Yes. Because black heats up faster than white. Because black is a darker and the white is lighter.,Yes. Black absorbs more heat (energy) than white. White reflects more heat (energy) than black. Therefore the black covered box will heat up faster than the white covered box.,0,106
No. The data will not support her answer because all it says are the materials and what she is going to do.,Yes. Black absorbs more heat (energy) than white. White reflects more heat (energy) than black. Therefore the black covered box will heat up faster than the white covered box.,0,106
Yes. The black box will heat up faster than the white because the black box is darker than the white box so the white box reflects the heat and the black box collects the heat.,Yes. Black absorbs more heat (energy) than white. White reflects more heat (energy) than black. Therefore the black covered box will heat up faster than the white covered box.,1,106
Yes. Yes it will because your prediction is based off of what you know and to have data to refer back to you probably will have a more accurate answer.,Yes. Black absorbs more heat (energy) than white. White reflects more heat (energy) than black. Therefore the black covered box will heat up faster than the white covered box.,0,106
"Yes. The black box absorbs the heat, then releases slowly meaning it is hotter because the white box reflects the heat.",Yes. Black absorbs more heat (energy) than white. White reflects more heat (energy) than black. Therefore the black covered box will heat up faster than the white covered box.,1,106
"Yes. Well, black attracts to the sun more than white does so the black box is going to get hotter.",Yes. Black absorbs more heat (energy) than white. White reflects more heat (energy) than black. Therefore the black covered box will heat up faster than the white covered box.,0,106
Yes. Because black heats up faster and white reflects.,Yes. Black absorbs more heat (energy) than white. White reflects more heat (energy) than black. Therefore the black covered box will heat up faster than the white covered box.,1,106
"Yes. Since the box is black, black attracts or absorbs heat faster, the other box is white which reflects more sunlight than absorbing it.",Yes. Black absorbs more heat (energy) than white. White reflects more heat (energy) than black. Therefore the black covered box will heat up faster than the white covered box.,1,106
Yes. Because the box is black and the heat goes faster than white.,Yes. Black absorbs more heat (energy) than white. White reflects more heat (energy) than black. Therefore the black covered box will heat up faster than the white covered box.,0,106
Yes. If she wanted to heat up a box it would be the black one because a dark color takes the heat faster than the white one because white is brighter than black.,Yes. Black absorbs more heat (energy) than white. White reflects more heat (energy) than black. Therefore the black covered box will heat up faster than the white covered box.,0,106
Yes. The black covered one is going to get hotter because black absorbs heat and white reflects the heat.,Yes. Black absorbs more heat (energy) than white. White reflects more heat (energy) than black. Therefore the black covered box will heat up faster than the white covered box.,1,106
Yes. Because black always heats faster than white and white reflects the heat from the sun.,Yes. Black absorbs more heat (energy) than white. White reflects more heat (energy) than black. Therefore the black covered box will heat up faster than the white covered box.,1,106
Yes. I know that black materials or plastic or just black will absorb the heat more and white reflects the heat or light back. Also black heats faster and more.,Yes. Black absorbs more heat (energy) than white. White reflects more heat (energy) than black. Therefore the black covered box will heat up faster than the white covered box.,1,106
Yes. I say yes because she will measure each box and she is going to take it cold and hot so one is going to be up and one other is going to go down.,Yes. Black absorbs more heat (energy) than white. White reflects more heat (energy) than black. Therefore the black covered box will heat up faster than the white covered box.,0,106
C. When there are more than one thing it get hotter faster and cooler faster too.,C. Black absorbs more heat (energy) than white. Pan C has the most dark surface area so C would heat up the fastest and have the highest temperature.,0,102
C. Because there are more black in it.,C. Black absorbs more heat (energy) than white. Pan C has the most dark surface area so C would heat up the fastest and have the highest temperature.,0,102
C. It got more energy to do.,C. Black absorbs more heat (energy) than white. Pan C has the most dark surface area so C would heat up the fastest and have the highest temperature.,0,102
"C. Because the more the black, the hotter it gets. The less it has, the cooler it gets.",C. Black absorbs more heat (energy) than white. Pan C has the most dark surface area so C would heat up the fastest and have the highest temperature.,0,102
C. C because it holds 3 black papers in the pan with water facing the sun. Black absorbs the heat.,C. Black absorbs more heat (energy) than white. Pan C has the most dark surface area so C would heat up the fastest and have the highest temperature.,1,102
C. Since more surface area absorbs heat and it was black it makes more sense for it to be more hot.,C. Black absorbs more heat (energy) than white. Pan C has the most dark surface area so C would heat up the fastest and have the highest temperature.,1,102
C. I selected pan C because pan C got the most black disks so pan C absorbs more heat.,C. Black absorbs more heat (energy) than white. Pan C has the most dark surface area so C would heat up the fastest and have the highest temperature.,1,102
C. There is more black to attract the sun.,C. Black absorbs more heat (energy) than white. Pan C has the most dark surface area so C would heat up the fastest and have the highest temperature.,0,102
A. Because B and C will take too long to heat up because there is more water in pan B and C.,C. Black absorbs more heat (energy) than white. Pan C has the most dark surface area so C would heat up the fastest and have the highest temperature.,0,102
C. Because there are 3 white cakes in pan C.,C. Black absorbs more heat (energy) than white. Pan C has the most dark surface area so C would heat up the fastest and have the highest temperature.,0,102
C. Because it has more black circles.,C. Black absorbs more heat (energy) than white. Pan C has the most dark surface area so C would heat up the fastest and have the highest temperature.,0,102
C. It has more black and black heats up fast.,C. Black absorbs more heat (energy) than white. Pan C has the most dark surface area so C would heat up the fastest and have the highest temperature.,0,102
C. I picked C because it has more pans and they will affect the sun.,C. Black absorbs more heat (energy) than white. Pan C has the most dark surface area so C would heat up the fastest and have the highest temperature.,0,102
C. Because it has more black in it that attracts the sun to make it hotter.,C. Black absorbs more heat (energy) than white. Pan C has the most dark surface area so C would heat up the fastest and have the highest temperature.,1,102
C. I pick C because that is the highest of the other.,C. Black absorbs more heat (energy) than white. Pan C has the most dark surface area so C would heat up the fastest and have the highest temperature.,0,102
C. I think it would be the hottest because it has more black.,C. Black absorbs more heat (energy) than white. Pan C has the most dark surface area so C would heat up the fastest and have the highest temperature.,1,102
C. Because it has the most plastic disks.,C. Black absorbs more heat (energy) than white. Pan C has the most dark surface area so C would heat up the fastest and have the highest temperature.,0,102
C. The cake pan C had the most black in it so it warmed up the quickest and made the water warmer.,C. Black absorbs more heat (energy) than white. Pan C has the most dark surface area so C would heat up the fastest and have the highest temperature.,0,102
C. It has more black disks to absorb more heat.,C. Black absorbs more heat (energy) than white. Pan C has the most dark surface area so C would heat up the fastest and have the highest temperature.,1,102
"C. Pan C had the largest surface area to absorb the heat from the sun, so pan C became the warmest pan in the sun.",C. Black absorbs more heat (energy) than white. Pan C has the most dark surface area so C would heat up the fastest and have the highest temperature.,1,102
"C. Well it has more black, and the sun's heat is attracted by dark colors, so the heat would stay on C.",C. Black absorbs more heat (energy) than white. Pan C has the most dark surface area so C would heat up the fastest and have the highest temperature.,0,102
"C. The black disks absorbs the heat so the width of the disk, the more the heats expands when it touches the water place will be heated up.",C. Black absorbs more heat (energy) than white. Pan C has the most dark surface area so C would heat up the fastest and have the highest temperature.,1,102
A. Water is a heat sink which slows down the absorption of the heat so the more water the less heat in the pan.,C. Black absorbs more heat (energy) than white. Pan C has the most dark surface area so C would heat up the fastest and have the highest temperature.,0,102
C. It has more black parts.,C. Black absorbs more heat (energy) than white. Pan C has the most dark surface area so C would heat up the fastest and have the highest temperature.,0,102
C. Because there are 3 heat sinks on C which will keep the pan warm in the night.,C. Black absorbs more heat (energy) than white. Pan C has the most dark surface area so C would heat up the fastest and have the highest temperature.,0,102
C. Because the more black it is the more the black is absorbing and making the water the hottest.,C. Black absorbs more heat (energy) than white. Pan C has the most dark surface area so C would heat up the fastest and have the highest temperature.,0,102
A. Because energy did not have much to heat so it focused on that one thing.,C. Black absorbs more heat (energy) than white. Pan C has the most dark surface area so C would heat up the fastest and have the highest temperature.,0,102
"C. C, because there is more black in C than any other cake pan. The more black the hotter it will get because black absorbs the sun's energy.",C. Black absorbs more heat (energy) than white. Pan C has the most dark surface area so C would heat up the fastest and have the highest temperature.,0,102
C. They all absorbed the heat. When these disks they absorb and pass the heat between all of them and that is why.,C. Black absorbs more heat (energy) than white. Pan C has the most dark surface area so C would heat up the fastest and have the highest temperature.,1,102
C. Because the pan has more disks but they also are small so they would heat up easily.,C. Black absorbs more heat (energy) than white. Pan C has the most dark surface area so C would heat up the fastest and have the highest temperature.,0,102
C. Box C has the most surface area covered so all the plastic circles would absorb energy so it would be the warmest.,C. Black absorbs more heat (energy) than white. Pan C has the most dark surface area so C would heat up the fastest and have the highest temperature.,1,102
C. It has more black circles.,C. Black absorbs more heat (energy) than white. Pan C has the most dark surface area so C would heat up the fastest and have the highest temperature.,0,102
A. Because the pancake needed some room and it needs lots of tarp in order for it to have it cooked.,C. Black absorbs more heat (energy) than white. Pan C has the most dark surface area so C would heat up the fastest and have the highest temperature.,0,102
C. The one with 3 is hotter because more black absorbs more heat.,C. Black absorbs more heat (energy) than white. Pan C has the most dark surface area so C would heat up the fastest and have the highest temperature.,1,102
C. Pan C has more black disks so the heat will be absorbed because the more black there is the more heat is absorbed.,C. Black absorbs more heat (energy) than white. Pan C has the most dark surface area so C would heat up the fastest and have the highest temperature.,1,102
"Feeds baby plant, embryo.",The cotyledon provides food for the plant to begin growing.,0,21
The cotyledon stores the food.,The cotyledon provides food for the plant to begin growing.,0,21
Feeds the embryo.,The cotyledon provides food for the plant to begin growing.,1,21
The cotyledon is the baby seed.,The cotyledon provides food for the plant to begin growing.,0,21
It feeds the baby plant.,The cotyledon provides food for the plant to begin growing.,1,21
The cotyledon is the inside of the seed.,The cotyledon provides food for the plant to begin growing.,0,21
Out of it.,The cotyledon provides food for the plant to begin growing.,0,21
To store all the food.,The cotyledon provides food for the plant to begin growing.,0,21
Then is the cannot of the seed.,The cotyledon provides food for the plant to begin growing.,0,21
Place that stores food for it.,The cotyledon provides food for the plant to begin growing.,0,21
It stores the food.,The cotyledon provides food for the plant to begin growing.,0,21
Part that stores food.,The cotyledon provides food for the plant to begin growing.,0,21
"It is the leaf, stem, and roots.",The cotyledon provides food for the plant to begin growing.,0,21
A storage.,The cotyledon provides food for the plant to begin growing.,0,21
Where seeds are.,The cotyledon provides food for the plant to begin growing.,0,21
The cotyledon is where seeds are store.,The cotyledon provides food for the plant to begin growing.,0,21
Grow.,The cotyledon provides food for the plant to begin growing.,0,21
Food storage.,The cotyledon provides food for the plant to begin growing.,0,21
"Cotyledon seed coat, embryo.",The cotyledon provides food for the plant to begin growing.,0,21
Feed it.,The cotyledon provides food for the plant to begin growing.,0,21
Gives you the fiber you need.,The cotyledon provides food for the plant to begin growing.,0,21
Food storage.,The cotyledon provides food for the plant to begin growing.,0,21
A cotyledon is the part over the water.,The cotyledon provides food for the plant to begin growing.,0,21
It stores the food.,The cotyledon provides food for the plant to begin growing.,0,21
Stores supply.,The cotyledon provides food for the plant to begin growing.,0,21
The inner layer of the seed.,The cotyledon provides food for the plant to begin growing.,0,21
The cotyledon is its food holder.,The cotyledon provides food for the plant to begin growing.,0,21
The food supply.,The cotyledon provides food for the plant to begin growing.,0,21
Store food.,The cotyledon provides food for the plant to begin growing.,0,21
Food supply.,The cotyledon provides food for the plant to begin growing.,0,21
It stores food.,The cotyledon provides food for the plant to begin growing.,0,21
The cotyledon is the food for the baby plant.,The cotyledon provides food for the plant to begin growing.,1,21
The baby inside the seed.,The cotyledon provides food for the plant to begin growing.,0,21
